,pre,post,witvliet_7_syn,witvliet_8_syn,cel_n2u_syn,pristi_series14,pristi_series15,how_many_datasets_have_syn,sum_synaptic_weight,average_synaptic_weight,herm_conservation,pristi_conservation,species_specific
1179,ASKL,AIBL,10.0,6.0,9.0,0.0,0.0,3,25.0,8.333333333333334,3,0,cel_specific
1180,ASKL,AIML,6.0,2.0,5.0,0.0,0.0,3,13.0,4.333333333333333,3,0,cel_specific
1181,ASKL,AINL,2.0,1.0,0.0,0.0,0.0,2,3.0,1.5,2,0,not specific
1182,ASKL,ALA,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
1183,ASKL,ASER,0.0,0.0,4.0,0.0,0.0,1,4.0,4.0,1,0,not specific
1184,ASKL,ASGL,1.0,1.0,0.0,0.0,0.0,2,2.0,1.0,2,0,not specific
1185,ASKL,ASIL,1.0,1.0,0.0,0.0,0.0,2,2.0,1.0,2,0,not specific
1186,ASKL,ASJL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1187,ASKL,AWBL,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1188,ASKL,AWCL,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
1189,ASKL,HSNL,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
1190,ASKL,PVQL,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1191,ASKL,SIBDR,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1192,ASKL,SMDDR,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1193,ASKR,ADLR,3.0,2.0,3.0,2.0,0.0,4,10.0,2.5,3,1,not specific
1194,ASKR,AIAL,0.0,1.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific
1195,ASKR,AIAR,19.0,29.0,38.0,30.0,4.0,5,120.0,24.0,3,2,core
1196,ASKR,AIBR,5.0,6.0,3.0,4.0,0.0,4,18.0,4.5,3,1,not specific
1197,ASKR,AIMR,6.0,11.0,5.0,0.0,0.0,3,22.0,7.333333333333333,3,0,cel_specific
1198,ASKR,ALA,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1199,ASKR,ASER,0.0,2.0,1.0,0.0,0.0,2,3.0,1.5,2,0,not specific
1200,ASKR,ASGR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1201,ASKR,ASHR,1.0,0.0,0.0,2.0,2.0,3,5.0,1.6666666666666667,1,2,not specific
1202,ASKR,ASIR,0.0,0.0,0.0,6.0,0.0,1,6.0,6.0,0,1,not specific
1203,ASKR,ASJR,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific
1204,ASKR,ASKL,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1205,ASKR,AVDR,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1206,ASKR,AVFL,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1207,ASKR,AVFR,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1208,ASKR,AVJR,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1209,ASKR,AWAR,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1210,ASKR,AWCL,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
1211,ASKR,AWCR,0.0,0.0,0.0,6.0,0.0,1,6.0,6.0,0,1,not specific
1212,ASKR,CEPVR,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1213,ASKR,HSNL,2.0,2.0,2.0,0.0,0.0,3,6.0,2.0,3,0,cel_specific
1214,ASKR,HSNR,1.0,1.0,0.0,0.0,0.0,2,2.0,1.0,2,0,not specific
1215,ASKR,PVNL,1.0,0.0,0.0,1.0,0.0,2,2.0,1.0,1,1,not specific
1216,ASKR,PVQR,0.0,1.0,0.0,2.0,0.0,2,3.0,1.5,1,1,not specific
1217,ASKR,RIFR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1218,ASKR,RMGR,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1219,AUAL,ADFL,0.0,2.0,1.0,1.0,0.0,3,4.0,1.3333333333333333,2,1,not specific
1220,AUAL,ADFR,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
1221,AUAL,AIBR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1222,AUAL,AINR,0.0,2.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1223,AUAL,AIYL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1224,AUAL,AIZL,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1225,AUAL,AUAR,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific
1226,AUAL,AVAL,6.0,8.0,10.0,0.0,0.0,3,24.0,8.0,3,0,cel_specific
1227,AUAL,AVDR,1.0,0.0,2.0,3.0,0.0,3,6.0,2.0,2,1,not specific
1228,AUAL,AVEL,10.0,10.0,9.0,7.0,0.0,4,36.0,9.0,3,1,not specific
1229,AUAL,BAGR,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific
1230,AUAL,DVA,0.0,3.0,2.0,0.0,0.0,2,5.0,2.5,2,0,not specific
1231,AUAL,RIAL,17.0,20.0,21.0,39.0,0.0,4,97.0,24.25,3,1,not specific
1232,AUAL,RIBL,22.0,13.0,35.0,31.0,0.0,4,101.0,25.25,3,1,not specific
1233,AUAL,RIR,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1234,AUAL,SAAVL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1235,AUAL,URXL,3.0,4.0,1.0,5.0,0.0,4,13.0,3.25,3,1,not specific
1236,AUAR,AINL,0.0,1.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific
1237,AUAR,AINR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1238,AUAR,AIYR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1239,AUAR,AIZR,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1240,AUAR,AUAL,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
1241,AUAR,AVAR,5.0,7.0,3.0,0.0,0.0,3,15.0,5.0,3,0,cel_specific
1242,AUAR,AVDL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1243,AUAR,AVEL,0.0,0.0,0.0,7.0,0.0,1,7.0,7.0,0,1,not specific
1244,AUAR,AVER,11.0,10.0,13.0,5.0,0.0,4,39.0,9.75,3,1,not specific
1245,AUAR,BAGL,1.0,0.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific
1246,AUAR,RIAR,15.0,18.0,22.0,23.0,8.0,5,86.0,17.2,3,2,core
1247,AUAR,RIBR,21.0,20.0,31.0,26.0,8.0,5,106.0,21.2,3,2,core
1248,AUAR,URXR,0.0,1.0,5.0,2.0,0.0,3,8.0,2.6666666666666665,2,1,not specific
1249,AVAL,AVDR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1250,AVAL,RIAL,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific
1251,AVAL,SAAVL,0.0,0.0,0.0,10.0,0.0,1,10.0,10.0,0,1,not specific
1252,AVAR,ADAL,0.0,0.0,0.0,0.0,9.0,1,9.0,9.0,0,1,not specific
1253,AVAR,AVBL,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1254,AVAR,RICL,0.0,0.0,0.0,0.0,4.0,1,4.0,4.0,0,1,not specific
1255,AVAR,SAAVR,0.0,0.0,6.0,0.0,7.0,2,13.0,6.5,1,1,not specific
1256,AVAR,SMDVR,0.0,0.0,1.0,0.0,4.0,2,5.0,2.5,1,1,not specific
1257,AVBL,AVAL,0.0,0.0,0.0,0.0,2.0,1,2.0,2.0,0,1,not specific
1258,AVBL,AVAR,0.0,0.0,5.0,0.0,0.0,1,5.0,5.0,1,0,not specific
1259,AVBL,AVBR,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1260,AVBL,DVA,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1261,AVBL,PVCR,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1262,AVBL,RIMR,0.0,0.0,0.0,0.0,2.0,1,2.0,2.0,0,1,not specific
1263,AVBL,RIR,0.0,0.0,0.0,0.0,2.0,1,2.0,2.0,0,1,not specific
1264,AVBL,SDQL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1265,AVBR,AIBR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1266,AVBR,AVAR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1267,AVBR,AVDL,0.0,0.0,1.0,2.0,0.0,2,3.0,1.5,1,1,not specific
1268,AVBR,AVDR,0.0,0.0,0.0,0.0,2.0,1,2.0,2.0,0,1,not specific
1269,AVBR,AVJL,0.0,0.0,2.0,2.0,0.0,2,4.0,2.0,1,1,not specific
1270,AVDL,AVJL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1271,AVDR,ALA,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1272,AVEL,ALML,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1273,AVEL,RMGL,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1274,AVER,AIML,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
1275,AVER,AIZR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1276,AVER,AVAR,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific
1277,AVER,CEPDL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1278,AVER,OLLL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1279,AVER,PVPL,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific
1280,AVER,RIFL,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific
1281,AVER,RIMR,0.0,0.0,1.0,1.0,0.0,2,2.0,1.0,1,1,not specific
1282,AVER,RMGR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1283,AVER,URXR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1284,AVFL,AIAL,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1285,AVFL,AIML,0.0,0.0,1.0,0.0,2.0,2,3.0,1.5,1,1,not specific
1286,AVFL,AIMR,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1287,AVFL,AQR,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1288,AVFL,ASJL,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific
1289,AVFL,ASJR,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific
1290,AVFL,AVAL,0.0,2.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1291,AVFL,AVBL,0.0,3.0,3.0,0.0,0.0,2,6.0,3.0,2,0,not specific
1292,AVFL,AVBR,5.0,2.0,0.0,0.0,0.0,2,7.0,3.5,2,0,not specific
1293,AVFL,AVER,1.0,0.0,0.0,4.0,0.0,2,5.0,2.5,1,1,not specific
1294,AVFL,AVFR,2.0,1.0,8.0,0.0,2.0,4,13.0,3.25,3,1,not specific
1295,AVFL,AVHR,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1296,AVFL,AVJL,1.0,1.0,1.0,0.0,0.0,3,3.0,1.0,3,0,cel_specific
1297,AVFL,BDUR,0.0,2.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1298,AVFL,CEPVL,0.0,0.0,0.0,5.0,0.0,1,5.0,5.0,0,1,not specific
1299,AVFL,CEPVR,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific
1300,AVFL,DVA,3.0,0.0,0.0,0.0,0.0,1,3.0,3.0,1,0,not specific
1301,AVFL,HSNL,2.0,2.0,3.0,0.0,0.0,3,7.0,2.3333333333333335,3,0,cel_specific
1302,AVFL,HSNR,1.0,0.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific
1303,AVFL,PVDL,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
1304,AVFL,PVNL,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1305,AVFL,PVNR,2.0,0.0,0.0,0.0,6.0,2,8.0,4.0,1,1,not specific
1306,AVFL,PVQL,0.0,1.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific
1307,AVFL,PVQR,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1308,AVFL,RIFL,1.0,3.0,1.0,3.0,0.0,4,8.0,2.0,3,1,not specific
1309,AVFL,RIFR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1310,AVFL,SMBVL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1311,AVFR,ADAL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1312,AVFR,AIAL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1313,AVFR,AIML,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1314,AVFR,AIMR,0.0,1.0,0.0,0.0,3.0,2,4.0,2.0,1,1,not specific
1315,AVFR,ASHR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1316,AVFR,ASJL,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1317,AVFR,ASJR,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1318,AVFR,ASKR,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1319,AVFR,AVBL,0.0,0.0,6.0,0.0,0.0,1,6.0,6.0,1,0,not specific
1320,AVFR,AVBR,1.0,1.0,4.0,0.0,1.0,4,7.0,1.75,3,1,not specific
1321,AVFR,AVFL,1.0,6.0,6.0,0.0,3.0,4,16.0,4.0,3,1,not specific
1322,AVFR,AVJL,1.0,0.0,2.0,0.0,1.0,3,4.0,1.3333333333333333,2,1,not specific
1323,AVFR,AVKR,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1324,AVFR,AVM,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1325,AVFR,AWAL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1326,AVFR,AWBL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1327,AVFR,BDUL,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1328,AVFR,BDUR,0.0,2.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1329,AVFR,CEPVR,0.0,0.0,0.0,0.0,2.0,1,2.0,2.0,0,1,not specific
1330,AVFR,DVA,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1331,AVFR,HSNL,0.0,6.0,4.0,0.0,0.0,2,10.0,5.0,2,0,not specific
1332,AVFR,HSNR,1.0,1.0,2.0,0.0,0.0,3,4.0,1.3333333333333333,3,0,cel_specific
1334,AVFR,PVNL,2.0,0.0,0.0,0.0,10.0,2,12.0,6.0,1,1,not specific
1335,AVFR,PVNR,2.0,1.0,0.0,0.0,5.0,3,8.0,2.6666666666666665,2,1,not specific
1336,AVFR,PVQL,0.0,1.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific
1337,AVFR,PVQR,1.0,1.0,0.0,0.0,0.0,2,2.0,1.0,2,0,not specific
1338,AVFR,RID,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1339,AVFR,RIFR,1.0,2.0,0.0,0.0,0.0,2,3.0,1.5,2,0,not specific
1340,AVFR,RMDDL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1341,AVFR,RMGL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1342,AVFR,SIAVL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1343,AVFR,SMBVR,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1344,AVFR,SMDVR,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1345,AVFR,URADR,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1346,AVHL,ADFR,2.0,3.0,5.0,0.0,0.0,3,10.0,3.3333333333333335,3,0,cel_specific
1347,AVHL,ADLR,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1348,AVHL,AIAR,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1349,AVHL,AQR,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1350,AVHL,ASHR,1.0,1.0,1.0,0.0,0.0,3,3.0,1.0,3,0,cel_specific
1351,AVHL,AVAR,1.0,1.0,1.0,0.0,0.0,3,3.0,1.0,3,0,cel_specific
1352,AVHL,AVBL,1.0,1.0,1.0,0.0,0.0,3,3.0,1.0,3,0,cel_specific
1353,AVHL,AVBR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1354,AVHL,AVDL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1355,AVHL,AVJL,1.0,0.0,3.0,0.0,0.0,2,4.0,2.0,2,0,not specific
1356,AVHL,AWBR,3.0,4.0,3.0,0.0,0.0,3,10.0,3.3333333333333335,3,0,cel_specific
1357,AVHL,BAGL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1358,AVHL,BDUR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1359,AVHL,DVA,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1360,AVHL,PVCR,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1361,AVHL,PVPR,3.0,2.0,2.0,0.0,0.0,3,7.0,2.3333333333333335,3,0,cel_specific
1362,AVHL,RIFR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1363,AVHL,RIMR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1364,AVHL,RIR,3.0,7.0,2.0,0.0,0.0,3,12.0,4.0,3,0,cel_specific
1365,AVHL,RIVL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1366,AVHL,SMBDR,1.0,1.0,4.0,0.0,0.0,3,6.0,2.0,3,0,cel_specific
1367,AVHL,SMBVR,3.0,2.0,4.0,0.0,0.0,3,9.0,3.0,3,0,cel_specific
1368,AVHL,SMDVL,1.0,1.0,0.0,0.0,0.0,2,2.0,1.0,2,0,not specific
1369,AVHR,ADFL,1.0,3.0,0.0,0.0,0.0,2,4.0,2.0,2,0,not specific
1370,AVHR,ADLL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1371,AVHR,ADLR,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific
1372,AVHR,AIBL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1373,AVHR,AINR,1.0,2.0,0.0,0.0,0.0,2,3.0,1.5,2,0,not specific
1374,AVHR,AQR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1375,AVHR,ASHL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1376,AVHR,ASKR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1377,AVHR,AVAL,2.0,0.0,1.0,0.0,0.0,2,3.0,1.5,2,0,not specific
1378,AVHR,AVBL,0.0,2.0,3.0,0.0,0.0,2,5.0,2.5,2,0,not specific
1379,AVHR,AVBR,0.0,2.0,1.0,0.0,0.0,2,3.0,1.5,2,0,not specific
1380,AVHR,AVDR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1381,AVHR,AVHL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1382,AVHR,AVJL,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1383,AVHR,AVJR,1.0,3.0,5.0,0.0,0.0,3,9.0,3.0,3,0,cel_specific
1384,AVHR,AVM,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1385,AVHR,AWBL,2.0,2.0,1.0,0.0,0.0,3,5.0,1.6666666666666667,3,0,cel_specific
1386,AVHR,BDUL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1388,AVHR,DVA,3.0,1.0,1.0,0.0,0.0,3,5.0,1.6666666666666667,3,0,cel_specific
1389,AVHR,PVCL,1.0,1.0,0.0,0.0,0.0,2,2.0,1.0,2,0,not specific
1390,AVHR,PVPL,4.0,3.0,9.0,0.0,0.0,3,16.0,5.333333333333333,3,0,cel_specific
1391,AVHR,RIFL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1392,AVHR,RIGL,0.0,1.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific
1393,AVHR,RIML,1.0,1.0,0.0,0.0,0.0,2,2.0,1.0,2,0,not specific
1394,AVHR,RIR,4.0,6.0,8.0,0.0,0.0,3,18.0,6.0,3,0,cel_specific
1395,AVHR,RIVR,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1396,AVHR,RMFL,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1397,AVHR,SIAVL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1398,AVHR,SMBDL,1.0,2.0,3.0,0.0,0.0,3,6.0,2.0,3,0,cel_specific
1399,AVHR,SMBVL,1.0,5.0,1.0,0.0,0.0,3,7.0,2.3333333333333335,3,0,cel_specific
1400,AVHR,SMDVR,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1401,AVHR,URXL,2.0,1.0,0.0,0.0,0.0,2,3.0,1.5,2,0,not specific
1402,AVJL,ADAR,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1403,AVJL,AINL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1404,AVJL,ASHR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1405,AVJL,ASKL,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1406,AVJL,AVAR,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1407,AVJL,AVBL,1.0,0.0,5.0,12.0,3.0,4,21.0,5.25,2,2,not specific
1408,AVJL,AVBR,6.0,2.0,5.0,4.0,6.0,5,23.0,4.6,3,2,core
1409,AVJL,AVDL,0.0,1.0,0.0,4.0,0.0,2,5.0,2.5,1,1,not specific
1410,AVJL,AVDR,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
1411,AVJL,AVEL,0.0,0.0,0.0,3.0,3.0,2,6.0,3.0,0,2,pristi_specific
1412,AVJL,AVHL,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1413,AVJL,AVM,1.0,1.0,0.0,0.0,0.0,2,2.0,1.0,2,0,not specific
1414,AVJL,DVA,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
1415,AVJL,PVCL,0.0,1.0,6.0,0.0,0.0,2,7.0,3.5,2,0,not specific
1416,AVJL,PVCR,3.0,2.0,1.0,5.0,2.0,5,13.0,2.6,3,2,core
1417,AVJL,PVNR,0.0,1.0,4.0,0.0,0.0,2,5.0,2.5,2,0,not specific
1418,AVJL,PVPR,0.0,0.0,0.0,9.0,0.0,1,9.0,9.0,0,1,not specific
1419,AVJL,RIFR,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1420,AVJL,RIMR,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific
1421,AVJL,RIS,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1422,AVJL,SIBVR,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific
1423,AVJL,URYVR,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific
1424,AVJR,ADLL,0.0,0.0,0.0,0.0,2.0,1,2.0,2.0,0,1,not specific
1425,AVJR,AIYL,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1426,AVJR,ALML,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific
1427,AVJR,AQR,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1428,AVJR,AVAL,0.0,1.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific
1429,AVJR,AVBL,3.0,4.0,8.0,6.0,4.0,5,25.0,5.0,3,2,core
1430,AVJR,AVBR,1.0,1.0,1.0,0.0,7.0,4,10.0,2.5,3,1,not specific
1431,AVJR,AVDR,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1432,AVJR,AVER,0.0,0.0,0.0,0.0,7.0,1,7.0,7.0,0,1,not specific
1433,AVJR,AVJL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1434,AVJR,AVM,1.0,1.0,1.0,0.0,0.0,3,3.0,1.0,3,0,cel_specific
1435,AVJR,FLPR,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1436,AVJR,OLQVL,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific
1437,AVJR,PVCL,4.0,1.0,5.0,0.0,0.0,3,10.0,3.3333333333333335,3,0,cel_specific
1438,AVJR,PVCR,1.0,0.0,7.0,0.0,0.0,2,8.0,4.0,2,0,not specific
1439,AVJR,PVPL,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1440,AVJR,RID,2.0,0.0,1.0,0.0,0.0,2,3.0,1.5,2,0,not specific
1441,AVJR,RIML,0.0,1.0,0.0,2.0,0.0,2,3.0,1.5,1,1,not specific
1442,AVJR,RIS,1.0,1.0,0.0,0.0,0.0,2,2.0,1.0,2,0,not specific
1444,AVKL,ADAR,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific
1445,AVKL,AIBL,0.0,0.0,0.0,5.0,0.0,1,5.0,5.0,0,1,not specific
1446,AVKL,AVBL,1.0,0.0,2.0,1.0,0.0,3,4.0,1.3333333333333333,2,1,not specific
1447,AVKL,AVEL,3.0,2.0,4.0,5.0,0.0,4,14.0,3.5,3,1,not specific
1448,AVKL,AVER,3.0,1.0,2.0,4.0,0.0,4,10.0,2.5,3,1,not specific
1449,AVKL,AVKR,0.0,2.0,0.0,3.0,0.0,2,5.0,2.5,1,1,not specific
1450,AVKL,AVL,1.0,1.0,0.0,0.0,0.0,2,2.0,1.0,2,0,not specific
1451,AVKL,DVC,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
