,pre,post,witvliet_7_syn,witvliet_8_syn,cel_n2u_syn,pristi_series14,pristi_series15,how_many_datasets_have_syn,sum_synaptic_weight,average_synaptic_weight,herm_conservation,pristi_conservation,species_specific,how_many_datasets_have_syn_include_zeros
260,AIM,AVF,10.0,8.0,16.0,11.0,6.0,5,51.0,25.5,3,2,core,51.0
261,AIM,AVH,0.0,0.0,5.0,0.0,0.0,1,5.0,1.25,1,0,not specific,5.0
262,AIM,AVJ,1.0,2.0,2.0,0.0,0.0,3,5.0,5.0,3,0,cel_specific,5.0
263,AIM,AWB,2.0,2.0,0.0,0.0,0.0,2,4.0,1.3333333333333333,2,0,not specific,4.0
264,AIM,BDU,0.0,0.0,2.0,0.0,0.0,1,2.0,0.5,1,0,not specific,2.0
265,AIM,CEP,1.0,1.0,4.0,12.0,8.0,5,26.0,13.0,3,2,core,26.0
266,AIM,HSN,3.0,0.0,6.0,0.0,0.0,2,9.0,3.0,2,0,not specific,9.0
267,AIM,OLQ,0.0,0.0,1.0,0.0,2.0,2,3.0,1.0,1,1,not specific,3.0
268,AIM,PVN,2.0,0.0,1.0,2.0,0.0,3,5.0,5.0,2,1,not specific,5.0
269,AIM,PVQ,0.0,0.0,1.0,1.0,2.0,3,4.0,1.3333333333333333,1,2,not specific,4.0
270,AIM,RIC,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
271,AIM,RID,2.0,0.0,3.0,0.0,0.0,2,5.0,1.6666666666666667,2,0,not specific,5.0
272,AIM,RIF,2.0,4.0,5.0,6.0,0.0,4,17.0,5.666666666666667,3,1,not specific,17.0
273,AIM,RMD,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
274,AIM,RMG,1.0,0.0,8.0,1.0,0.0,3,10.0,3.3333333333333335,2,1,not specific,10.0
275,AIM,SDQ,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
276,AIM,SIA,1.0,1.0,0.0,0.0,0.0,2,2.0,1.0,2,0,not specific,2.0
277,AIM,SIB,0.0,1.0,0.0,0.0,0.0,1,1.0,0.25,1,0,not specific,1.0
278,AIM,SMB,2.0,2.0,4.0,1.0,2.0,5,11.0,2.75,3,2,core,11.0
279,AIM,URX,1.0,0.0,6.0,1.0,1.0,4,9.0,9.0,2,2,not specific,9.0
280,AIN,ADF,0.0,0.0,0.0,1.0,3.0,2,4.0,2.0,0,2,pristi_specific,4.0
281,AIN,AFD,16.0,17.0,22.0,0.0,0.0,3,55.0,55.0,3,0,cel_specific,55.0
282,AIN,AIA,0.0,1.0,3.0,0.0,0.0,2,4.0,4.0,2,0,not specific,4.0
283,AIN,AIB,4.0,2.0,2.0,17.0,6.0,5,31.0,31.0,3,2,core,31.0
284,AIN,AIN,0.0,1.0,2.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0
285,AIN,AIY,0.0,1.0,0.0,1.0,0.0,2,2.0,2.0,1,1,not specific,2.0
286,AIN,AIZ,0.0,0.0,0.0,7.0,3.0,2,10.0,10.0,0,2,pristi_specific,10.0
287,AIN,ASE,3.0,3.0,5.0,0.0,3.0,4,14.0,7.0,3,1,not specific,14.0
288,AIN,ASG,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
289,AIN,ASI,0.0,0.0,11.0,0.0,0.0,1,11.0,11.0,1,0,not specific,11.0
290,AIN,AUA,7.0,5.0,5.0,9.0,6.0,5,32.0,32.0,3,2,core,32.0
291,AIN,AVA,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
292,AIN,AWA,0.0,0.0,0.0,10.0,3.0,2,13.0,13.0,0,2,pristi_specific,13.0
293,AIN,AWC,1.0,0.0,2.0,0.0,0.0,2,3.0,1.5,2,0,not specific,3.0
294,AIN,BAG,19.0,16.0,14.0,12.0,2.0,5,63.0,63.0,3,2,core,63.0
295,AIN,CEP,3.0,5.0,2.0,0.0,0.0,3,10.0,2.5,3,0,cel_specific,10.0
296,AIN,RIA,1.0,0.0,0.0,6.0,0.0,2,7.0,7.0,1,1,not specific,7.0
297,AIN,RIB,15.0,13.0,13.0,22.0,9.0,5,72.0,36.0,3,2,core,72.0
298,AIN,RID,1.0,5.0,4.0,0.0,0.0,3,10.0,10.0,3,0,cel_specific,10.0
299,AIN,RIM,4.0,2.0,0.0,0.0,0.0,2,6.0,1.2,2,0,not specific,6.0
300,AIN,RMD,0.0,0.0,3.0,0.0,0.0,1,3.0,0.6,1,0,not specific,3.0
301,AIN,RMF,0.0,2.0,1.0,0.0,0.0,2,3.0,1.5,2,0,not specific,3.0
302,AIN,SAA,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0
303,AIN,URX,1.0,0.0,4.0,0.0,0.0,2,5.0,1.25,2,0,not specific,5.0
304,AIY,ADF,2.0,1.0,1.0,12.0,0.0,4,16.0,16.0,3,1,not specific,16.0
305,AIY,AFD,2.0,1.0,3.0,1.0,0.0,4,7.0,1.75,3,1,not specific,7.0
306,AIY,AIB,1.0,2.0,3.0,8.0,0.0,4,14.0,14.0,3,1,not specific,14.0
307,AIY,AIN,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
308,AIY,AIY,1.0,0.0,12.0,0.0,0.0,2,13.0,13.0,2,0,not specific,13.0
309,AIY,AIZ,26.0,23.0,219.0,145.0,57.0,5,470.0,235.0,3,2,core,470.0
310,AIY,ASE,4.0,3.0,7.0,9.0,0.0,4,23.0,11.5,3,1,not specific,23.0
311,AIY,ASG,0.0,0.0,2.0,0.0,0.0,1,2.0,0.6666666666666666,1,0,not specific,2.0
312,AIY,ASH,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
313,AIY,AUA,0.0,3.0,0.0,0.0,0.0,1,3.0,1.0,1,0,not specific,3.0
314,AIY,AVB,0.0,1.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
315,AIY,AWA,1.0,3.0,25.0,4.0,0.0,4,33.0,6.6,3,1,not specific,33.0
316,AIY,AWB,0.0,2.0,1.0,1.0,0.0,3,4.0,2.0,2,1,not specific,4.0
317,AIY,AWC,1.0,0.0,8.0,0.0,0.0,2,9.0,4.5,2,0,not specific,9.0
318,AIY,BAG,1.0,3.0,1.0,0.0,0.0,3,5.0,1.25,3,0,cel_specific,5.0
319,AIY,HSN,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
320,AIY,RIA,11.0,6.0,167.0,104.0,45.0,5,333.0,166.5,3,2,core,333.0
321,AIY,RIB,12.0,12.0,168.0,115.0,46.0,5,353.0,88.25,3,2,core,353.0
322,AIY,RIH,0.0,0.0,1.0,2.0,0.0,2,3.0,3.0,1,1,not specific,3.0
323,AIY,RIM,0.0,1.0,0.0,0.0,0.0,1,1.0,,1,0,not specific,1.0
324,AIY,RIR,1.0,0.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific,2.0
325,AIY,RIV,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
326,AIZ,ADA,0.0,0.0,0.0,2.0,0.0,1,2.0,,0,1,not specific,2.0
327,AIZ,ADF,1.0,0.0,2.0,2.0,0.0,3,5.0,5.0,2,1,not specific,5.0
328,AIZ,AFD,1.0,0.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific,2.0
329,AIZ,AIA,10.0,22.0,17.0,0.0,0.0,3,49.0,24.5,3,0,cel_specific,49.0
330,AIZ,AIB,46.0,74.0,116.0,102.0,22.0,5,360.0,360.0,3,2,core,360.0
331,AIZ,AIY,0.0,1.0,0.0,3.0,0.0,2,4.0,4.0,1,1,not specific,4.0
332,AIZ,AIZ,0.0,1.0,0.0,6.0,11.0,3,18.0,9.0,1,2,not specific,18.0
333,AIZ,ASE,3.0,3.0,6.0,6.0,0.0,4,18.0,18.0,3,1,not specific,18.0
334,AIZ,ASG,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
335,AIZ,AUA,0.0,0.0,0.0,8.0,0.0,1,8.0,4.0,0,1,not specific,8.0
336,AIZ,AVA,0.0,1.0,0.0,10.0,0.0,2,11.0,11.0,1,1,not specific,11.0
337,AIZ,AVD,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
338,AIZ,AVE,24.0,20.0,58.0,0.0,0.0,3,102.0,102.0,3,0,cel_specific,102.0
339,AIZ,AVK,0.0,0.0,4.0,6.0,2.0,3,12.0,12.0,1,2,not specific,12.0
340,AIZ,AWA,2.0,1.0,1.0,2.0,0.0,4,6.0,6.0,3,1,not specific,6.0
341,AIZ,AWB,1.0,2.0,0.0,1.0,0.0,3,4.0,4.0,2,1,not specific,4.0
342,AIZ,AWC,3.0,3.0,4.0,0.0,0.0,3,10.0,10.0,3,0,cel_specific,10.0
343,AIZ,BAG,2.0,2.0,0.0,0.0,0.0,2,4.0,1.0,2,0,not specific,4.0
344,AIZ,DVA,1.0,1.0,4.0,0.0,0.0,3,6.0,3.0,3,0,cel_specific,6.0
345,AIZ,RIA,24.0,20.0,58.0,51.0,3.0,5,156.0,156.0,3,2,core,156.0
346,AIZ,RIB,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
347,AIZ,RIC,0.0,0.0,11.0,0.0,0.0,1,11.0,11.0,1,0,not specific,11.0
348,AIZ,RID,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
349,AIZ,RIG,0.0,0.0,4.0,2.0,2.0,3,8.0,4.0,1,2,not specific,8.0
350,AIZ,RIH,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
351,AIZ,RIM,24.0,41.0,69.0,76.0,26.0,5,236.0,78.66666666666667,3,2,core,236.0
352,AIZ,RIP,0.0,0.0,0.0,1.0,0.0,1,1.0,0.2,0,1,not specific,1.0
353,AIZ,RIR,0.0,0.0,0.0,63.0,6.0,2,69.0,34.5,0,2,pristi_specific,69.0
354,AIZ,SDQ,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific,3.0
355,AIZ,SIA,0.0,0.0,1.0,1.0,0.0,2,2.0,2.0,1,1,not specific,2.0
356,AIZ,SMB,56.0,48.0,95.0,110.0,25.0,5,334.0,83.5,3,2,core,334.0
357,AIZ,SMD,0.0,0.0,7.0,0.0,0.0,1,7.0,7.0,1,0,not specific,7.0
358,AIZ,URY,1.0,0.0,3.0,9.0,0.0,3,13.0,6.5,2,1,not specific,13.0
359,AIZ,VBn,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
360,ALA,ADL,1.0,1.0,0.0,12.0,3.0,4,17.0,17.0,2,2,not specific,17.0
361,ALA,AIM,0.0,0.0,0.0,0.0,6.0,1,6.0,6.0,0,1,not specific,6.0
362,ALA,ASG,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific,4.0
363,ALA,ASJ,0.0,0.0,4.0,0.0,0.0,1,4.0,4.0,1,0,not specific,4.0
364,ALA,AVA,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
365,ALA,AVD,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
366,ALA,AVE,7.0,5.0,12.0,16.0,9.0,5,49.0,9.8,3,2,core,49.0
367,ALA,BDU,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
368,ALA,CAN,0.0,0.0,0.0,11.0,0.0,1,11.0,3.6666666666666665,0,1,not specific,11.0
369,ALA,PVN,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
370,ALA,PVQ,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific,4.0
371,ALA,RIA,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
372,ALA,RMD,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0
373,ALM,ADE,0.0,2.0,0.0,22.0,19.0,3,43.0,43.0,1,2,not specific,43.0
374,ALM,AIM,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
375,ALM,AIN,0.0,0.0,0.0,0.0,3.0,1,3.0,1.0,0,1,not specific,3.0
376,ALM,AIY,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific,3.0
377,ALM,ALM,0.0,0.0,1.0,6.0,16.0,3,23.0,7.666666666666667,1,2,not specific,23.0
378,ALM,ALN,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
379,ALM,AVB,1.0,0.0,0.0,36.0,19.0,3,56.0,11.2,1,2,not specific,56.0
380,ALM,AVD,1.0,5.0,3.0,3.0,12.0,5,24.0,24.0,3,2,core,24.0
381,ALM,AVE,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0
382,ALM,AVJ,0.0,0.0,0.0,2.0,3.0,2,5.0,1.6666666666666667,0,2,pristi_specific,5.0
383,ALM,AVM,0.0,1.0,0.0,0.0,0.0,1,1.0,0.25,1,0,not specific,1.0
384,ALM,AWB,0.0,0.0,0.0,6.0,0.0,1,6.0,2.0,0,1,not specific,6.0
385,ALM,BDU,16.0,15.0,29.0,0.0,2.0,4,62.0,31.0,3,1,not specific,62.0
386,ALM,CEP,14.0,17.0,9.0,0.0,4.0,4,44.0,44.0,3,1,not specific,44.0
387,ALM,PVC,12.0,17.0,25.0,61.0,15.0,5,130.0,130.0,3,2,core,130.0
388,ALM,PVN,2.0,2.0,0.0,22.0,11.0,4,37.0,9.25,2,2,not specific,37.0
389,ALM,PVP,0.0,0.0,0.0,6.0,0.0,1,6.0,3.0,0,1,not specific,6.0
390,ALM,PVR,2.0,0.0,0.0,0.0,5.0,2,7.0,1.4,1,1,not specific,7.0
391,ALM,RIC,0.0,0.0,5.0,0.0,0.0,1,5.0,2.5,1,0,not specific,5.0
392,ALM,RID,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
393,ALM,RIF,0.0,2.0,2.0,5.0,0.0,3,9.0,4.5,2,1,not specific,9.0
394,ALM,RIH,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,0,1,not specific,1.0
395,ALM,RIS,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0
396,ALM,RMD,1.0,0.0,2.0,0.0,0.0,2,3.0,1.0,2,0,not specific,3.0
397,ALM,RMG,0.0,0.0,3.0,0.0,0.0,1,3.0,0.75,1,0,not specific,3.0
398,ALM,SDQ,1.0,0.0,2.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0
399,ALM,SIA,0.0,0.0,1.0,0.0,0.0,1,1.0,0.2,1,0,not specific,1.0
400,ALM,SIB,0.0,0.0,0.0,0.0,3.0,1,3.0,3.0,0,1,not specific,3.0
401,ALM,SMB,1.0,0.0,2.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0
402,ALM,SMD,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
403,ALM,URB,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
404,ALN,ADE,0.0,1.0,1.0,0.0,0.0,2,2.0,0.5,2,0,not specific,2.0
405,ALN,AIB,0.0,0.0,0.0,0.0,2.0,1,2.0,0.6666666666666666,0,1,not specific,2.0
406,ALN,AVA,0.0,2.0,6.0,3.0,0.0,3,11.0,11.0,2,1,not specific,11.0
407,ALN,IL1,0.0,0.0,0.0,2.0,0.0,1,2.0,1.0,0,1,not specific,2.0
408,ALN,RIA,1.0,1.0,1.0,0.0,0.0,3,3.0,0.75,3,0,cel_specific,3.0
409,ALN,RIG,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
410,ALN,RIM,0.0,0.0,5.0,0.0,0.0,1,5.0,5.0,1,0,not specific,5.0
411,ALN,RIV,4.0,1.0,0.0,0.0,0.0,2,5.0,1.6666666666666667,2,0,not specific,5.0
412,ALN,RMD,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
413,ALN,RMG,2.0,1.0,1.0,1.0,6.0,5,11.0,11.0,3,2,core,11.0
414,ALN,RMH,1.0,0.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific,2.0
415,ALN,SAA,21.0,19.0,18.0,3.0,6.0,5,67.0,67.0,3,2,core,67.0
416,ALN,SIA,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
417,ALN,SIB,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0
418,ALN,SMB,8.0,8.0,11.0,9.0,8.0,5,44.0,44.0,3,2,core,44.0
419,ALN,SMD,4.0,3.0,3.0,0.0,2.0,4,12.0,6.0,3,1,not specific,12.0
420,AQR,ADE,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
421,AQR,AIB,1.0,1.0,0.0,2.0,0.0,3,4.0,2.0,2,1,not specific,4.0
422,AQR,ALN,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,0,1,not specific,1.0
423,AQR,AUA,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
424,AQR,AVA,8.0,13.0,10.0,10.0,4.0,5,45.0,22.5,3,2,core,45.0
425,AQR,AVB,11.0,5.0,20.0,0.0,0.0,3,36.0,36.0,3,0,cel_specific,36.0
426,AQR,AVD,2.0,3.0,6.0,0.0,0.0,3,11.0,11.0,3,0,cel_specific,11.0
427,AQR,AVE,0.0,0.0,0.0,2.0,4.0,2,6.0,6.0,0,2,pristi_specific,6.0
428,AQR,AVH,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
429,AQR,AVJ,0.0,0.0,3.0,0.0,0.0,1,3.0,0.6,1,0,not specific,3.0
430,AQR,AVK,0.0,0.0,0.0,8.0,0.0,1,8.0,4.0,0,1,not specific,8.0
431,AQR,BAG,8.0,11.0,13.0,0.0,0.0,3,32.0,8.0,3,0,cel_specific,32.0
432,AQR,DVA,2.0,0.0,7.0,11.0,11.0,4,31.0,10.333333333333334,2,2,not specific,31.0
433,AQR,FLP,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
434,AQR,IL1,0.0,1.0,0.0,0.0,2.0,2,3.0,3.0,1,1,not specific,3.0
435,AQR,IL2,0.0,0.0,0.0,0.0,2.0,1,2.0,2.0,0,1,not specific,2.0
436,AQR,OLQ,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
437,AQR,PLN,0.0,0.0,0.0,1.0,0.0,1,1.0,0.5,0,1,not specific,1.0
438,AQR,PVC,6.0,10.0,5.0,2.0,3.0,5,26.0,6.5,3,2,core,26.0
439,AQR,PVP,0.0,3.0,4.0,1.0,0.0,3,8.0,8.0,2,1,not specific,8.0
440,AQR,RIA,10.0,17.0,12.0,7.0,3.0,5,49.0,16.333333333333332,3,2,core,49.0
441,AQR,RIG,0.0,0.0,1.0,0.0,1.0,2,2.0,0.6666666666666666,1,1,not specific,2.0
442,AQR,RIM,0.0,0.0,0.0,7.0,4.0,2,11.0,2.2,0,2,pristi_specific,11.0
443,AQR,RIP,0.0,0.0,0.0,3.0,0.0,1,3.0,1.5,0,1,not specific,3.0
444,AQR,RIR,3.0,9.0,1.0,9.0,0.0,4,22.0,22.0,3,1,not specific,22.0
445,AQR,RIV,0.0,0.0,0.0,7.0,0.0,1,7.0,2.3333333333333335,0,1,not specific,7.0
446,AQR,RMF,0.0,0.0,0.0,0.0,1.0,1,1.0,0.3333333333333333,0,1,not specific,1.0
447,AQR,SAA,0.0,0.0,0.0,2.0,0.0,1,2.0,1.0,0,1,not specific,2.0
448,AQR,SDQ,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
449,AQR,URX,0.0,0.0,5.0,5.0,3.0,3,13.0,6.5,1,2,not specific,13.0
450,ASE,ADF,0.0,0.0,1.0,5.0,0.0,2,6.0,6.0,1,1,not specific,6.0
451,ASE,ADL,2.0,2.0,5.0,0.0,0.0,3,9.0,9.0,3,0,cel_specific,9.0
452,ASE,AFD,8.0,8.0,8.0,7.0,0.0,4,31.0,31.0,3,1,not specific,31.0
453,ASE,AIA,5.0,2.0,18.0,2.0,4.0,5,31.0,31.0,3,2,core,31.0
454,ASE,AIB,40.0,37.0,67.0,25.0,5.0,5,174.0,34.8,3,2,core,174.0
455,ASE,AIN,1.0,1.0,0.0,0.0,0.0,2,2.0,2.0,2,0,not specific,2.0
456,ASE,AIY,47.0,49.0,104.0,88.0,3.0,5,291.0,72.75,3,2,core,291.0
457,ASE,AIZ,1.0,1.0,2.0,3.0,0.0,4,7.0,7.0,3,1,not specific,7.0
458,ASE,ASE,2.0,0.0,5.0,4.0,0.0,3,11.0,11.0,2,1,not specific,11.0
459,ASE,ASG,0.0,2.0,0.0,11.0,4.0,3,17.0,17.0,1,2,not specific,17.0
460,ASE,ASH,0.0,0.0,2.0,0.0,8.0,2,10.0,10.0,1,1,not specific,10.0
461,ASE,ASI,1.0,1.0,0.0,18.0,0.0,3,20.0,20.0,2,1,not specific,20.0
462,ASE,ASJ,0.0,0.0,1.0,2.0,4.0,3,7.0,3.5,1,2,not specific,7.0
463,ASE,ASK,0.0,0.0,1.0,0.0,4.0,2,5.0,2.5,1,1,not specific,5.0
464,ASE,AWA,2.0,1.0,1.0,19.0,3.0,5,26.0,26.0,3,2,core,26.0
465,ASE,AWB,0.0,0.0,1.0,1.0,0.0,2,2.0,2.0,1,1,not specific,2.0
466,ASE,AWC,11.0,15.0,30.0,0.0,0.0,3,56.0,28.0,3,0,cel_specific,56.0
467,ASE,BAG,1.0,2.0,0.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0
468,ASE,HSN,1.0,0.0,0.0,0.0,0.0,1,1.0,0.25,1,0,not specific,1.0
469,ASE,IL2,0.0,0.0,1.0,0.0,0.0,1,1.0,0.2,1,0,not specific,1.0
470,ASE,OLL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
471,ASE,PVN,0.0,0.0,0.0,3.0,0.0,1,3.0,1.0,0,1,not specific,3.0
472,ASE,PVQ,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
473,ASE,RIA,5.0,1.0,2.0,0.0,0.0,3,8.0,8.0,3,0,cel_specific,8.0
474,ASE,RIB,0.0,0.0,0.0,0.0,7.0,1,7.0,7.0,0,1,not specific,7.0
475,ASE,RIM,0.0,0.0,0.0,0.0,7.0,1,7.0,3.5,0,1,not specific,7.0
476,ASE,RIR,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
477,ASE,RIS,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
478,ASE,RMG,0.0,0.0,0.0,16.0,0.0,1,16.0,16.0,0,1,not specific,16.0
479,ASG,AIA,29.0,19.0,126.0,31.0,12.0,5,217.0,72.33333333333333,3,2,core,217.0
480,ASG,AIB,7.0,4.0,23.0,11.0,0.0,4,45.0,9.0,3,1,not specific,45.0
481,ASG,AIM,2.0,3.0,0.0,0.0,3.0,3,8.0,4.0,2,1,not specific,8.0
482,ASG,AIN,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0
483,ASG,AIY,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
484,ASG,AIZ,0.0,1.0,0.0,4.0,0.0,2,5.0,1.0,1,1,not specific,5.0
485,ASG,ASE,0.0,0.0,3.0,0.0,19.0,2,22.0,5.5,1,1,not specific,22.0
486,ASG,ASH,0.0,0.0,0.0,0.0,2.0,1,2.0,1.0,0,1,not specific,2.0
487,ASG,ASJ,1.0,1.0,0.0,2.0,0.0,3,4.0,1.3333333333333333,2,1,not specific,4.0
488,ASG,ASK,0.0,0.0,3.0,4.0,4.0,3,11.0,3.6666666666666665,1,2,not specific,11.0
489,ASG,AVB,0.0,0.0,0.0,4.0,0.0,1,4.0,1.3333333333333333,0,1,not specific,4.0
490,ASG,AVE,0.0,0.0,0.0,3.0,4.0,2,7.0,1.75,0,2,pristi_specific,7.0
491,ASG,AWC,1.0,0.0,0.0,68.0,0.0,2,69.0,23.0,1,1,not specific,69.0
492,ASG,CEP,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
493,ASH,ADA,6.0,5.0,8.0,0.0,0.0,3,19.0,19.0,3,0,cel_specific,19.0
494,ASH,ADF,4.0,1.0,11.0,0.0,0.0,3,16.0,8.0,3,0,cel_specific,16.0
495,ASH,ADL,3.0,7.0,19.0,1.0,0.0,4,30.0,6.0,3,1,not specific,30.0
496,ASH,AFD,0.0,0.0,0.0,5.0,0.0,1,5.0,1.25,0,1,not specific,5.0
497,ASH,AIA,28.0,25.0,61.0,25.0,0.0,4,139.0,139.0,3,1,not specific,139.0
498,ASH,AIB,14.0,14.0,25.0,22.0,6.0,5,81.0,81.0,3,2,core,81.0
499,ASH,AIM,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
500,ASH,AIY,2.0,1.0,0.0,26.0,16.0,4,45.0,45.0,2,2,not specific,45.0
501,ASH,AIZ,0.0,1.0,3.0,0.0,0.0,2,4.0,4.0,2,0,not specific,4.0
502,ASH,ASE,0.0,0.0,0.0,5.0,0.0,1,5.0,1.6666666666666667,0,1,not specific,5.0
503,ASH,ASH,1.0,0.0,2.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0
504,ASH,ASK,1.0,0.0,1.0,8.0,0.0,3,10.0,10.0,2,1,not specific,10.0
505,ASH,AVA,14.0,35.0,26.0,0.0,0.0,3,75.0,25.0,3,0,cel_specific,75.0
506,ASH,AVB,23.0,22.0,20.0,0.0,0.0,3,65.0,21.666666666666668,3,0,cel_specific,65.0
507,ASH,AVD,22.0,21.0,56.0,0.0,0.0,3,99.0,49.5,3,0,cel_specific,99.0
508,ASH,AVE,1.0,4.0,7.0,0.0,0.0,3,12.0,12.0,3,0,cel_specific,12.0
509,ASH,AVF,2.0,0.0,2.0,0.0,0.0,2,4.0,1.3333333333333333,2,0,not specific,4.0
510,ASH,AVH,4.0,3.0,3.0,0.0,0.0,3,10.0,3.3333333333333335,3,0,cel_specific,10.0
511,ASH,AVJ,5.0,2.0,0.0,0.0,0.0,2,7.0,7.0,2,0,not specific,7.0
512,ASH,AWA,1.0,2.0,1.0,0.0,0.0,3,4.0,2.0,3,0,cel_specific,4.0
513,ASH,AWB,4.0,3.0,1.0,0.0,0.0,3,8.0,8.0,3,0,cel_specific,8.0
514,ASH,AWC,0.0,0.0,0.0,7.0,0.0,1,7.0,1.75,0,1,not specific,7.0
515,ASH,HSN,7.0,5.0,11.0,8.0,0.0,4,31.0,10.333333333333334,3,1,not specific,31.0
516,ASH,PVC,0.0,2.0,3.0,0.0,0.0,2,5.0,5.0,2,0,not specific,5.0
517,ASH,PVN,4.0,0.0,0.0,0.0,0.0,1,4.0,4.0,1,0,not specific,4.0
518,ASH,PVP,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
519,ASH,PVQ,0.0,2.0,0.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0
520,ASH,RIA,3.0,2.0,17.0,0.0,0.0,3,22.0,22.0,3,0,cel_specific,22.0
521,ASH,RIF,1.0,1.0,0.0,0.0,0.0,2,2.0,0.6666666666666666,2,0,not specific,2.0
