,pre,post,witvliet_7_syn,witvliet_8_syn,cel_n2u_syn,pristi_series14,pristi_series15,how_many_datasets_have_syn,sum_synaptic_weight,average_synaptic_weight,herm_conservation,pristi_conservation,species_specific,how_many_datasets_have_syn_include_zeros
367,ALA,BDU,1,0,0,0,0,1,1,1,1,0,not specific,1
368,ALA,CAN,0,0,0,11,0,1,11,3.6666666666666665,0,1,not specific,11
369,ALA,PVN,1,0,0,0,0,1,1,1,1,0,not specific,1
370,ALA,PVQ,0,0,0,4,0,1,4,4,0,1,not specific,4
371,ALA,RIA,0,0,2,0,0,1,2,2,1,0,not specific,2
372,ALA,RMD,0,0,3,0,0,1,3,3,1,0,not specific,3
373,ALM,ADE,0,2,0,22,19,3,43,43,1,2,not specific,43
374,ALM,AIM,0,0,1,0,0,1,1,1,1,0,not specific,1
375,ALM,AIN,0,0,0,0,3,1,3,1,0,1,not specific,3
376,ALM,AIY,0,0,0,3,0,1,3,3,0,1,not specific,3
377,ALM,ALM,0,0,1,6,16,3,23,7.666666666666667,1,2,not specific,23
378,ALM,ALN,1,0,0,0,0,1,1,1,1,0,not specific,1
379,ALM,AVB,1,0,0,36,19,3,56,11.2,1,2,not specific,56
380,ALM,AVD,1,5,3,3,12,5,24,24,3,2,core,24
381,ALM,AVE,0,0,3,0,0,1,3,3,1,0,not specific,3
382,ALM,AVJ,0,0,0,2,3,2,5,1.6666666666666667,0,2,pristi_specific,5
383,ALM,AVM,0,1,0,0,0,1,1,0.25,1,0,not specific,1
384,ALM,AWB,0,0,0,6,0,1,6,2,0,1,not specific,6
385,ALM,BDU,16,15,29,0,2,4,62,31,3,1,not specific,62
386,ALM,CEP,14,17,9,0,4,4,44,44,3,1,not specific,44
387,ALM,PVC,12,17,25,61,15,5,130,130,3,2,core,130
388,ALM,PVN,2,2,0,22,11,4,37,9.25,2,2,not specific,37
389,ALM,PVP,0,0,0,6,0,1,6,3,0,1,not specific,6
390,ALM,PVR,2,0,0,0,5,2,7,1.4,1,1,not specific,7
391,ALM,RIC,0,0,5,0,0,1,5,2.5,1,0,not specific,5
392,ALM,RID,0,1,0,0,0,1,1,1,1,0,not specific,1
393,ALM,RIF,0,2,2,5,0,3,9,4.5,2,1,not specific,9
394,ALM,RIH,0,0,0,0,1,1,1,1,0,1,not specific,1
395,ALM,RIS,0,0,0,2,0,1,2,2,0,1,not specific,2
396,ALM,RMD,1,0,2,0,0,2,3,1,2,0,not specific,3
397,ALM,RMG,0,0,3,0,0,1,3,0.75,1,0,not specific,3
398,ALM,SDQ,1,0,2,0,0,2,3,3,2,0,not specific,3
399,ALM,SIA,0,0,1,0,0,1,1,0.2,1,0,not specific,1
400,ALM,SIB,0,0,0,0,3,1,3,3,0,1,not specific,3
401,ALM,SMB,1,0,2,0,0,2,3,3,2,0,not specific,3
402,ALM,SMD,0,0,1,0,0,1,1,1,1,0,not specific,1
403,ALM,URB,0,0,1,0,0,1,1,0.5,1,0,not specific,1
404,ALN,ADE,0,1,1,0,0,2,2,0.5,2,0,not specific,2
405,ALN,AIB,0,0,0,0,2,1,2,0.6666666666666666,0,1,not specific,2
406,ALN,AVA,0,2,6,3,0,3,11,11,2,1,not specific,11
407,ALN,IL1,0,0,0,2,0,1,2,1,0,1,not specific,2
408,ALN,RIA,1,1,1,0,0,3,3,0.75,3,0,cel_specific,3
409,ALN,RIG,1,0,0,0,0,1,1,1,1,0,not specific,1
410,ALN,RIM,0,0,5,0,0,1,5,5,1,0,not specific,5
411,ALN,RIV,4,1,0,0,0,2,5,1.6666666666666667,2,0,not specific,5
412,ALN,RMD,0,0,1,0,0,1,1,0.3333333333333333,1,0,not specific,1
413,ALN,RMG,2,1,1,1,6,5,11,11,3,2,core,11
414,ALN,RMH,1,0,1,0,0,2,2,2,2,0,not specific,2
415,ALN,SAA,21,19,18,3,6,5,67,67,3,2,core,67
416,ALN,SIA,0,0,1,0,0,1,1,0.3333333333333333,1,0,not specific,1
417,ALN,SIB,0,0,0,2,0,1,2,2,0,1,not specific,2
418,ALN,SMB,8,8,11,9,8,5,44,44,3,2,core,44
419,ALN,SMD,4,3,3,0,2,4,12,6,3,1,not specific,12
420,AQR,ADE,1,0,0,0,0,1,1,1,1,0,not specific,1
421,AQR,AIB,1,1,0,2,0,3,4,2,2,1,not specific,4
422,AQR,ALN,0,0,0,0,1,1,1,1,0,1,not specific,1
423,AQR,AUA,0,1,0,0,0,1,1,1,1,0,not specific,1
424,AQR,AVA,8,13,10,10,4,5,45,22.5,3,2,core,45
425,AQR,AVB,11,5,20,0,0,3,36,36,3,0,cel_specific,36
426,AQR,AVD,2,3,6,0,0,3,11,11,3,0,cel_specific,11
427,AQR,AVE,0,0,0,2,4,2,6,6,0,2,pristi_specific,6
428,AQR,AVH,1,0,0,0,0,1,1,0.5,1,0,not specific,1
429,AQR,AVJ,0,0,3,0,0,1,3,0.6,1,0,not specific,3
430,AQR,AVK,0,0,0,8,0,1,8,4,0,1,not specific,8
431,AQR,BAG,8,11,13,0,0,3,32,8,3,0,cel_specific,32
432,AQR,DVA,2,0,7,11,11,4,31,10.333333333333334,2,2,not specific,31
433,AQR,FLP,0,1,0,0,0,1,1,1,1,0,not specific,1
434,AQR,IL1,0,1,0,0,2,2,3,3,1,1,not specific,3
435,AQR,IL2,0,0,0,0,2,1,2,2,0,1,not specific,2
436,AQR,OLQ,0,0,0,1,0,1,1,1,0,1,not specific,1
437,AQR,PLN,0,0,0,1,0,1,1,0.5,0,1,not specific,1
438,AQR,PVC,6,10,5,2,3,5,26,6.5,3,2,core,26
439,AQR,PVP,0,3,4,1,0,3,8,8,2,1,not specific,8
440,AQR,RIA,10,17,12,7,3,5,49,16.333333333333332,3,2,core,49
441,AQR,RIG,0,0,1,0,1,2,2,0.6666666666666666,1,1,not specific,2
442,AQR,RIM,0,0,0,7,4,2,11,2.2,0,2,pristi_specific,11
443,AQR,RIP,0,0,0,3,0,1,3,1.5,0,1,not specific,3
444,AQR,RIR,3,9,1,9,0,4,22,22,3,1,not specific,22
445,AQR,RIV,0,0,0,7,0,1,7,2.3333333333333335,0,1,not specific,7
446,AQR,RMF,0,0,0,0,1,1,1,0.3333333333333333,0,1,not specific,1
447,AQR,SAA,0,0,0,2,0,1,2,1,0,1,not specific,2
448,AQR,SDQ,1,0,0,0,0,1,1,0.5,1,0,not specific,1
449,AQR,URX,0,0,5,5,3,3,13,6.5,1,2,not specific,13
450,ASE,ADF,0,0,1,5,0,2,6,6,1,1,not specific,6
451,ASE,ADL,2,2,5,0,0,3,9,9,3,0,cel_specific,9
452,ASE,AFD,8,8,8,7,0,4,31,31,3,1,not specific,31
453,ASE,AIA,5,2,18,2,4,5,31,31,3,2,core,31
454,ASE,AIB,40,37,67,25,5,5,174,34.8,3,2,core,174
455,ASE,AIN,1,1,0,0,0,2,2,2,2,0,not specific,2
456,ASE,AIY,47,49,104,88,3,5,291,72.75,3,2,core,291
457,ASE,AIZ,1,1,2,3,0,4,7,7,3,1,not specific,7
458,ASE,ASE,2,0,5,4,0,3,11,11,2,1,not specific,11
459,ASE,ASG,0,2,0,11,4,3,17,17,1,2,not specific,17
460,ASE,ASH,0,0,2,0,8,2,10,10,1,1,not specific,10
461,ASE,ASI,1,1,0,18,0,3,20,20,2,1,not specific,20
462,ASE,ASJ,0,0,1,2,4,3,7,3.5,1,2,not specific,7
463,ASE,ASK,0,0,1,0,4,2,5,2.5,1,1,not specific,5
464,ASE,AWA,2,1,1,19,3,5,26,26,3,2,core,26
465,ASE,AWB,0,0,1,1,0,2,2,2,1,1,not specific,2
466,ASE,AWC,11,15,30,0,0,3,56,28,3,0,cel_specific,56
467,ASE,BAG,1,2,0,0,0,2,3,3,2,0,not specific,3
468,ASE,HSN,1,0,0,0,0,1,1,0.25,1,0,not specific,1
469,ASE,IL2,0,0,1,0,0,1,1,0.2,1,0,not specific,1
470,ASE,OLL,0,0,1,0,0,1,1,1,1,0,not specific,1
471,ASE,PVN,0,0,0,3,0,1,3,1,0,1,not specific,3
472,ASE,PVQ,1,0,0,0,0,1,1,0.3333333333333333,1,0,not specific,1
473,ASE,RIA,5,1,2,0,0,3,8,8,3,0,cel_specific,8
474,ASE,RIB,0,0,0,0,7,1,7,7,0,1,not specific,7
475,ASE,RIM,0,0,0,0,7,1,7,3.5,0,1,not specific,7
476,ASE,RIR,0,0,1,0,0,1,1,0.3333333333333333,1,0,not specific,1
477,ASE,RIS,0,0,0,1,0,1,1,1,0,1,not specific,1
478,ASE,RMG,0,0,0,16,0,1,16,16,0,1,not specific,16
479,ASG,AIA,29,19,126,31,12,5,217,72.33333333333333,3,2,core,217
480,ASG,AIB,7,4,23,11,0,4,45,9,3,1,not specific,45
481,ASG,AIM,2,3,0,0,3,3,8,4,2,1,not specific,8
482,ASG,AIN,0,0,3,0,0,1,3,3,1,0,not specific,3
483,ASG,AIY,0,0,1,0,0,1,1,0.5,1,0,not specific,1
484,ASG,AIZ,0,1,0,4,0,2,5,1,1,1,not specific,5
485,ASG,ASE,0,0,3,0,19,2,22,5.5,1,1,not specific,22
486,ASG,ASH,0,0,0,0,2,1,2,1,0,1,not specific,2
487,ASG,ASJ,1,1,0,2,0,3,4,1.3333333333333333,2,1,not specific,4
488,ASG,ASK,0,0,3,4,4,3,11,3.6666666666666665,1,2,not specific,11
489,ASG,AVB,0,0,0,4,0,1,4,1.3333333333333333,0,1,not specific,4
490,ASG,AVE,0,0,0,3,4,2,7,1.75,0,2,pristi_specific,7
491,ASG,AWC,1,0,0,68,0,2,69,23,1,1,not specific,69
492,ASG,CEP,0,1,0,0,0,1,1,1,1,0,not specific,1
493,ASH,ADA,6,5,8,0,0,3,19,19,3,0,cel_specific,19
494,ASH,ADF,4,1,11,0,0,3,16,8,3,0,cel_specific,16
495,ASH,ADL,3,7,19,1,0,4,30,6,3,1,not specific,30
496,ASH,AFD,0,0,0,5,0,1,5,1.25,0,1,not specific,5
497,ASH,AIA,28,25,61,25,0,4,139,139,3,1,not specific,139
498,ASH,AIB,14,14,25,22,6,5,81,81,3,2,core,81
499,ASH,AIM,0,1,0,0,0,1,1,1,1,0,not specific,1
500,ASH,AIY,2,1,0,26,16,4,45,45,2,2,not specific,45
501,ASH,AIZ,0,1,3,0,0,2,4,4,2,0,not specific,4
502,ASH,ASE,0,0,0,5,0,1,5,1.6666666666666667,0,1,not specific,5
503,ASH,ASH,1,0,2,0,0,2,3,3,2,0,not specific,3
504,ASH,ASK,1,0,1,8,0,3,10,10,2,1,not specific,10
505,ASH,AVA,14,35,26,0,0,3,75,25,3,0,cel_specific,75
506,ASH,AVB,23,22,20,0,0,3,65,21.666666666666668,3,0,cel_specific,65
507,ASH,AVD,22,21,56,0,0,3,99,49.5,3,0,cel_specific,99
508,ASH,AVE,1,4,7,0,0,3,12,12,3,0,cel_specific,12
509,ASH,AVF,2,0,2,0,0,2,4,1.3333333333333333,2,0,not specific,4
510,ASH,AVH,4,3,3,0,0,3,10,3.3333333333333335,3,0,cel_specific,10
511,ASH,AVJ,5,2,0,0,0,2,7,7,2,0,not specific,7
512,ASH,AWA,1,2,1,0,0,3,4,2,3,0,cel_specific,4
513,ASH,AWB,4,3,1,0,0,3,8,8,3,0,cel_specific,8
514,ASH,AWC,0,0,0,7,0,1,7,1.75,0,1,not specific,7
515,ASH,HSN,7,5,11,8,0,4,31,10.333333333333334,3,1,not specific,31
516,ASH,PVC,0,2,3,0,0,2,5,5,2,0,not specific,5
517,ASH,PVN,4,0,0,0,0,1,4,4,1,0,not specific,4
518,ASH,PVP,0,0,1,0,0,1,1,0.5,1,0,not specific,1
519,ASH,PVQ,0,2,0,0,0,1,2,1,1,0,not specific,2
520,ASH,RIA,3,2,17,0,0,3,22,22,3,0,cel_specific,22
521,ASH,RIF,1,1,0,0,0,2,2,0.6666666666666666,2,0,not specific,2
522,ASH,RIM,0,1,7,0,0,2,8,,2,0,not specific,8
523,ASH,RIP,0,0,4,0,0,1,4,,1,0,not specific,4
524,ASH,RIR,0,0,4,0,0,1,4,,1,0,not specific,4
525,ASH,RMG,0,4,6,0,0,2,10,10,2,0,not specific,10
526,ASH,SMB,0,1,7,0,0,2,8,4,2,0,not specific,8
527,ASH,URX,0,2,2,0,0,2,4,2,2,0,not specific,4
528,ASI,ADA,0,0,0,1,0,1,1,1,0,1,not specific,1
529,ASI,ADF,0,0,1,0,0,1,1,0.5,1,0,not specific,1
530,ASI,ADL,0,0,1,11,0,2,12,4,1,1,not specific,12
531,ASI,AFD,1,1,0,0,0,2,2,2,2,0,not specific,2
532,ASI,AIA,12,11,7,8,2,5,40,40,3,2,core,40
533,ASI,AIB,12,13,7,25,11,5,68,68,3,2,core,68
534,ASI,AIM,0,0,0,13,5,2,18,18,0,2,pristi_specific,18
535,ASI,AIY,1,2,5,12,10,5,30,7.5,3,2,core,30
536,ASI,AIZ,0,0,1,22,7,3,30,15,1,2,not specific,30
537,ASI,ASE,0,1,13,22,0,3,36,36,2,1,not specific,36
538,ASI,ASG,5,8,6,0,0,3,19,19,3,0,cel_specific,19
539,ASI,ASH,0,1,3,0,2,3,6,6,2,1,not specific,6
540,ASI,ASI,0,0,0,1,0,1,1,0.3333333333333333,0,1,not specific,1
541,ASI,ASJ,0,0,0,3,0,1,3,1.5,0,1,not specific,3
542,ASI,ASK,2,1,4,1,2,5,10,10,3,2,core,10
543,ASI,AVB,0,0,0,2,0,1,2,1,0,1,not specific,2
544,ASI,AVF,0,0,0,3,0,1,3,3,0,1,not specific,3
545,ASI,AWA,3,1,3,0,0,3,7,3.5,3,0,cel_specific,7
546,ASI,AWB,0,1,0,2,0,2,3,3,1,1,not specific,3
547,ASI,AWC,34,28,14,0,2,4,78,78,3,1,not specific,78
548,ASI,BAG,1,0,0,0,0,1,1,0.3333333333333333,1,0,not specific,1
549,ASI,CEP,0,1,2,0,0,2,3,1.5,2,0,not specific,3
550,ASI,HSN,0,0,0,10,0,1,10,10,0,1,not specific,10
551,ASI,PVN,0,0,0,18,4,2,22,22,0,2,pristi_specific,22
552,ASI,PVP,0,0,0,3,0,1,3,3,0,1,not specific,3
553,ASI,PVQ,0,0,0,8,2,2,10,3.3333333333333335,0,2,pristi_specific,10
554,ASI,RIA,2,0,3,0,0,2,5,2.5,2,0,not specific,5
555,ASI,RIB,0,0,1,0,0,1,1,0.3333333333333333,1,0,not specific,1
556,ASI,RIF,0,0,0,2,0,1,2,0.4,0,1,not specific,2
557,ASI,RIG,0,0,0,1,0,1,1,0.2,0,1,not specific,1
558,ASI,RMF,0,0,1,0,0,1,1,1,1,0,not specific,1
559,ASI,SAA,0,0,2,0,0,1,2,0.6666666666666666,1,0,not specific,2
560,ASI,SMB,0,0,0,1,2,2,3,3,0,2,pristi_specific,3
561,ASI,URY,0,0,0,3,0,1,3,3,0,1,not specific,3
562,ASJ,ADL,0,0,0,1,0,1,1,0.5,0,1,not specific,1
563,ASJ,AIA,1,1,0,4,0,3,6,3,2,1,not specific,6
564,ASJ,AIB,0,0,0,1,0,1,1,,0,1,not specific,1
565,ASJ,AIM,0,0,0,3,0,1,3,,0,1,not specific,3
566,ASJ,AIN,0,1,0,0,0,1,1,,1,0,not specific,1
567,ASJ,ALA,0,2,3,0,2,3,7,3.5,2,1,not specific,7
568,ASJ,ALN,0,0,0,1,0,1,1,1,0,1,not specific,1
569,ASJ,ASG,1,0,0,0,0,1,1,,1,0,not specific,1
570,ASJ,ASK,11,8,30,6,0,4,55,55,3,1,not specific,55
571,ASJ,AVF,0,0,0,29,8,2,37,37,0,2,pristi_specific,37
572,ASJ,AWA,0,0,0,1,0,1,1,1,0,1,not specific,1
573,ASJ,CEP,0,0,1,0,0,1,1,1,1,0,not specific,1
574,ASJ,HSN,2,0,3,7,0,3,12,12,2,1,not specific,12
575,ASJ,PVN,1,0,0,9,0,2,10,10,1,1,not specific,10
576,ASJ,PVQ,24,27,63,96,19,5,229,76.33333333333333,3,2,core,229
577,ASJ,RIF,0,0,0,3,0,1,3,3,0,1,not specific,3
578,ASJ,RIS,0,0,0,3,0,1,3,1,0,1,not specific,3
579,ASJ,RMG,0,0,0,0,8,1,8,8,0,1,not specific,8
580,ASJ,SAA,0,0,0,1,0,1,1,1,0,1,not specific,1
581,ASK,ADA,0,1,0,0,0,1,1,1,1,0,not specific,1
582,ASK,ADL,4,4,3,2,0,4,13,13,3,1,not specific,13
583,ASK,AIA,42,55,69,61,22,5,249,83,3,2,core,249
584,ASK,AIB,15,12,12,4,0,4,43,43,3,1,not specific,43
585,ASK,AIM,12,13,10,0,0,3,35,35,3,0,cel_specific,35
586,ASK,AIN,2,1,0,0,0,2,3,1.5,2,0,not specific,3
587,ASK,ALA,0,0,1,1,0,2,2,0.6666666666666666,1,1,not specific,2
588,ASK,ASE,0,2,5,0,0,2,7,7,2,0,not specific,7
589,ASK,ASG,1,1,1,0,0,3,3,1,3,0,cel_specific,3
590,ASK,ASH,1,0,0,2,2,3,5,1.6666666666666667,1,2,not specific,5
591,ASK,ASI,1,1,0,6,0,3,8,8,2,1,not specific,8
592,ASK,ASJ,0,0,1,4,0,2,5,5,1,1,not specific,5
593,ASK,ASK,0,1,0,0,0,1,1,1,1,0,not specific,1
594,ASK,AVD,1,0,0,0,0,1,1,0.25,1,0,not specific,1
595,ASK,AVF,0,2,0,0,0,1,2,2,1,0,not specific,2
596,ASK,AVJ,1,0,0,0,0,1,1,1,1,0,not specific,1
597,ASK,AWA,0,0,2,0,0,1,2,2,1,0,not specific,2
598,ASK,AWB,0,1,0,0,0,1,1,0.2,1,0,not specific,1
599,ASK,AWC,0,0,0,8,0,1,8,8,0,1,not specific,8
600,ASK,CEP,0,0,2,0,0,1,2,1,1,0,not specific,2
601,ASK,HSN,3,3,2,1,0,4,9,2.25,3,1,not specific,9
602,ASK,PVN,1,0,0,1,0,2,2,1,1,1,not specific,2
603,ASK,PVQ,0,2,0,2,0,2,4,,1,1,not specific,4
604,ASK,RIF,0,0,1,0,0,1,1,,1,0,not specific,1
605,ASK,RMG,1,0,0,0,0,1,1,0.5,1,0,not specific,1
606,ASK,SIB,0,1,0,0,0,1,1,0.3333333333333333,1,0,not specific,1
607,ASK,SMD,0,1,0,0,0,1,1,0.25,1,0,not specific,1
608,AUA,ADF,0,2,1,2,0,3,5,2.5,2,1,not specific,5
609,AUA,AIB,0,0,1,0,0,1,1,0.5,1,0,not specific,1
610,AUA,AIN,0,3,2,0,0,2,5,5,2,0,not specific,5
611,AUA,AIY,0,0,2,0,0,1,2,1,1,0,not specific,2
612,AUA,AIZ,0,0,4,0,0,1,4,4,1,0,not specific,4
613,AUA,AUA,0,0,0,3,0,1,3,3,0,1,not specific,3
614,AUA,AVA,11,15,13,0,0,3,39,13,3,0,cel_specific,39
615,AUA,AVD,2,0,2,3,0,3,7,3.5,2,1,not specific,7
616,AUA,AVE,21,20,22,19,0,4,82,82,3,1,not specific,82
617,AUA,BAG,1,0,4,0,0,2,5,5,2,0,not specific,5
618,AUA,DVA,0,3,2,0,0,2,5,2.5,2,0,not specific,5
619,AUA,RIA,32,38,43,62,8,5,183,91.5,3,2,core,183
620,AUA,RIB,43,33,66,57,8,5,207,207,3,2,core,207
621,AUA,RIR,0,1,0,0,0,1,1,1,1,0,not specific,1
622,AUA,SAA,1,0,0,0,0,1,1,1,1,0,not specific,1
623,AUA,URX,3,5,6,7,0,4,21,10.5,3,1,not specific,21
624,AVA,ADA,0,0,0,0,9,1,9,9,0,1,not specific,9
625,AVA,AVB,0,0,2,0,0,1,2,2,1,0,not specific,2
626,AVA,AVD,0,0,1,0,0,1,1,0.3333333333333333,1,0,not specific,1
627,AVA,RIA,0,0,3,0,0,1,3,3,1,0,not specific,3
628,AVA,RIC,0,0,0,0,4,1,4,1,0,1,not specific,4
629,AVA,SAA,0,0,6,10,7,3,23,5.75,1,2,not specific,23
630,AVA,SMD,0,0,1,0,4,2,5,5,1,1,not specific,5
631,AVB,AIB,0,0,1,0,0,1,1,1,1,0,not specific,1
632,AVB,AVA,0,0,6,0,2,2,8,8,1,1,not specific,8
633,AVB,AVB,0,0,2,0,0,1,2,1,1,0,not specific,2
634,AVB,AVD,0,0,1,2,2,3,5,1,1,2,not specific,5
635,AVB,AVJ,0,0,2,2,0,2,4,4,1,1,not specific,4
636,AVB,DVA,0,0,2,0,0,1,2,1,1,0,not specific,2
637,AVB,PVC,0,0,2,0,0,1,2,,1,0,not specific,2
638,AVB,RIM,0,0,0,0,2,1,2,,0,1,not specific,2
639,AVB,RIR,0,0,0,0,2,1,2,0.4,0,1,not specific,2
640,AVB,SDQ,0,0,1,0,0,1,1,0.25,1,0,not specific,1
641,AVD,ALA,0,0,1,0,0,1,1,0.3333333333333333,1,0,not specific,1
642,AVD,AVJ,0,0,1,0,0,1,1,1,1,0,not specific,1
643,AVE,AIM,0,0,0,1,0,1,1,1,0,1,not specific,1
644,AVE,AIZ,0,0,1,0,0,1,1,1,1,0,not specific,1
645,AVE,ALM,0,0,1,0,0,1,1,1,1,0,not specific,1
646,AVE,AVA,0,0,0,3,0,1,3,1.5,0,1,not specific,3
647,AVE,CEP,0,0,1,0,0,1,1,0.3333333333333333,1,0,not specific,1
648,AVE,OLL,0,0,1,0,0,1,1,0.2,1,0,not specific,1
649,AVE,PVP,0,0,0,3,0,1,3,1,0,1,not specific,3
650,AVE,RIF,0,0,0,4,0,1,4,2,0,1,not specific,4
651,AVE,RIM,0,0,1,1,0,2,2,2,1,1,not specific,2
652,AVE,RMG,0,0,3,0,0,1,3,3,1,0,not specific,3
653,AVE,URX,0,0,1,0,0,1,1,1,1,0,not specific,1
654,AVF,ADA,1,0,0,0,0,1,1,0.3333333333333333,1,0,not specific,1
655,AVF,AIA,0,1,1,0,0,2,2,1,2,0,not specific,2
656,AVF,AIM,1,1,2,0,5,4,9,9,3,1,not specific,9
657,AVF,AQR,1,0,0,0,0,1,1,1,1,0,not specific,1
658,AVF,ASH,0,0,1,0,0,1,1,1,1,0,not specific,1
659,AVF,ASJ,0,2,0,7,0,2,9,9,1,1,not specific,9
660,AVF,ASK,0,1,0,0,0,1,1,0.2,1,0,not specific,1
661,AVF,AVA,0,2,0,0,0,1,2,2,1,0,not specific,2
662,AVF,AVB,6,6,13,0,1,4,26,5.2,3,1,not specific,26
663,AVF,AVE,1,0,0,4,0,2,5,5,1,1,not specific,5
664,AVF,AVF,3,7,14,0,5,4,29,29,3,1,not specific,29
665,AVF,AVH,0,1,0,0,0,1,1,1,1,0,not specific,1
666,AVF,AVJ,2,1,3,0,1,4,7,7,3,1,not specific,7
667,AVF,AVK,0,1,0,0,0,1,1,0.3333333333333333,1,0,not specific,1
668,AVF,AVM,1,0,0,0,0,1,1,0.25,1,0,not specific,1
669,AVF,AWA,1,0,0,0,0,1,1,0.5,1,0,not specific,1
670,AVF,AWB,1,0,0,0,0,1,1,1,1,0,not specific,1
671,AVF,BDU,2,4,0,0,0,2,6,3,2,0,not specific,6
672,AVF,CEP,0,0,0,8,2,2,10,2,0,2,pristi_specific,10
673,AVF,DVA,3,1,0,0,0,2,4,4,2,0,not specific,4
674,AVF,HSN,4,9,10,0,0,3,23,5.75,3,0,cel_specific,23
675,AVF,PVD,0,0,0,1,0,1,1,1,0,1,not specific,1
676,AVF,PVN,6,2,0,0,21,3,29,29,2,1,not specific,29
677,AVF,PVQ,1,4,2,0,0,3,7,7,3,0,cel_specific,7
678,AVF,RID,0,1,0,0,0,1,1,0.25,1,0,not specific,1
679,AVF,RIF,2,5,2,3,0,4,12,6,3,1,not specific,12
680,AVF,RMD,0,0,1,0,0,1,1,1,1,0,not specific,1
681,AVF,RMG,0,0,1,0,0,1,1,0.5,1,0,not specific,1
682,AVF,SIA,1,0,0,0,0,1,1,1,1,0,not specific,1
683,AVF,SMB,0,1,1,0,0,2,2,0.4,2,0,not specific,2
684,AVF,SMD,1,0,0,0,0,1,1,0.2,1,0,not specific,1
685,AVF,URA,0,1,0,0,0,1,1,1,1,0,not specific,1
686,AVH,ADF,3,6,5,0,0,3,14,14,3,0,cel_specific,14
687,AVH,ADL,1,1,3,0,0,3,5,5,3,0,cel_specific,5
688,AVH,AIA,1,0,0,0,0,1,1,0.3333333333333333,1,0,not specific,1
689,AVH,AIB,1,0,0,0,0,1,1,1,1,0,not specific,1
690,AVH,AIN,1,2,0,0,0,2,3,1,2,0,not specific,3
691,AVH,AQR,2,0,1,0,0,2,3,0.75,2,0,not specific,3
692,AVH,ASH,2,1,1,0,0,3,4,0.8,3,0,cel_specific,4
693,AVH,ASK,0,0,1,0,0,1,1,1,1,0,not specific,1
694,AVH,AVA,3,1,2,0,0,3,6,3,3,0,cel_specific,6
695,AVH,AVB,1,5,6,0,0,3,12,3,3,0,cel_specific,12
696,AVH,AVD,0,0,2,0,0,1,2,2,1,0,not specific,2
697,AVH,AVH,1,0,0,0,0,1,1,1,1,0,not specific,1
698,AVH,AVJ,2,4,8,0,0,3,14,14,3,0,cel_specific,14
699,AVH,AVM,1,0,0,0,0,1,1,0.3333333333333333,1,0,not specific,1
700,AVH,AWB,5,6,4,0,0,3,15,5,3,0,cel_specific,15
701,AVH,BAG,1,0,0,0,0,1,1,1,1,0,not specific,1
702,AVH,BDU,1,0,1,0,0,2,2,1,2,0,not specific,2
703,AVH,DVA,5,1,1,0,0,3,7,3.5,3,0,cel_specific,7
704,AVH,PVC,2,1,0,0,0,2,3,1.5,2,0,not specific,3
705,AVH,PVP,7,5,11,0,0,3,23,11.5,3,0,cel_specific,23
706,AVH,RIF,1,0,1,0,0,2,2,1,2,0,not specific,2
707,AVH,RIG,0,1,1,0,0,2,2,0.5,2,0,not specific,2
708,AVH,RIM,1,1,1,0,0,3,3,3,3,0,cel_specific,3
709,AVH,RIR,7,13,10,0,0,3,30,30,3,0,cel_specific,30
710,AVH,RIV,3,0,0,0,0,1,3,3,1,0,not specific,3
711,AVH,RMF,0,1,0,0,0,1,1,0.3333333333333333,1,0,not specific,1
712,AVH,SIA,1,0,0,0,0,1,1,0.2,1,0,not specific,1
713,AVH,SMB,6,10,12,0,0,3,28,28,3,0,cel_specific,28
714,AVH,SMD,2,1,0,0,0,2,3,3,2,0,not specific,3
715,AVH,URX,2,1,0,0,0,2,3,3,2,0,not specific,3
716,AVJ,ADA,1,0,0,0,0,1,1,0.25,1,0,not specific,1
717,AVJ,ADL,0,0,0,0,2,1,2,1,0,1,not specific,2
718,AVJ,AIN,0,0,1,0,0,1,1,0.25,1,0,not specific,1
719,AVJ,AIY,0,1,0,0,0,1,1,0.5,1,0,not specific,1
720,AVJ,ALM,0,0,3,0,0,1,3,3,1,0,not specific,3
721,AVJ,AQR,0,1,0,0,0,1,1,0.5,1,0,not specific,1
722,AVJ,ASH,0,0,1,0,0,1,1,1,1,0,not specific,1
723,AVJ,ASK,0,1,0,0,0,1,1,1,1,0,not specific,1
724,AVJ,AVA,1,1,1,0,0,3,3,3,3,0,cel_specific,3
725,AVJ,AVB,11,7,19,22,20,5,79,39.5,3,2,core,79
726,AVJ,AVD,0,1,2,5,0,3,8,8,2,1,not specific,8
727,AVJ,AVE,0,0,0,3,10,2,13,4.333333333333333,0,2,pristi_specific,13
728,AVJ,AVH,0,0,2,0,0,1,2,0.4,1,0,not specific,2
729,AVJ,AVJ,0,0,1,0,0,1,1,0.25,1,0,not specific,1
730,AVJ,AVM,2,2,1,0,0,3,5,2.5,3,0,cel_specific,5
731,AVJ,DVA,0,0,0,1,0,1,1,1,0,1,not specific,1
732,AVJ,FLP,0,0,2,0,0,1,2,1,1,0,not specific,2
733,AVJ,OLQ,0,0,0,2,0,1,2,2,0,1,not specific,2
734,AVJ,PVC,8,4,19,5,2,5,38,9.5,3,2,core,38
735,AVJ,PVN,0,1,4,0,0,2,5,2.5,2,0,not specific,5
